ensembl_gene_id	description
ENSOCUG00000013264	
ENSOCUG00000023004	
ENSOCUG00000004030	
ENSOCUG00000014086	regulatory factor X3 
ENSOCUG00000025715	
ENSOCUG00000004189	
ENSOCUG00000004385	potassium voltage-gated channel modifier subfamily V member 2 
ENSOCUG00000002231	very low density lipoprotein receptor 
ENSOCUG00000022775	
ENSOCUG00000006320	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 
ENSOCUG00000027863	
ENSOCUG00000003299	doublesex and mab-3 related transcription factor 2 
ENSOCUG00000003295	doublesex and mab-3 related transcription factor 3 
ENSOCUG00000004582	doublesex and mab-3 related transcription factor 1 
ENSOCUG00000004753	KN motif and ankyrin repeat domains 1 
ENSOCUG00000003208	dedicator of cytokinesis 8 
ENSOCUG00000000733	
ENSOCUG00000010467	
ENSOCUG00000014125	phosphoglucomutase 5 
ENSOCUG00000014142	
ENSOCUG00000002637	family with sequence similarity 122A 
ENSOCUG00000015811	phosphatidylinositol-4-phosphate 5-kinase type 1 beta 
ENSOCUG00000015076	frataxin 
ENSOCUG00000013019	
ENSOCUG00000013503	family with sequence similarity 189 member A2 
ENSOCUG00000013515	amyloid beta precursor protein binding family A member 1 
ENSOCUG00000012575	protein prenyltransferase alpha subunit repeat containing 1 
ENSOCUG00000008788	chromosome 9 open reading frame 135 
ENSOCUG00000000271	MAM domain containing 2 
ENSOCUG00000013243	structural maintenance of chromosomes 5 
ENSOCUG00000006343	Kruppel like factor 9 
ENSOCUG00000014193	transient receptor potential cation channel subfamily M member 3 
ENSOCUG00000001131	transmembrane protein 2 
ENSOCUG00000000819	abhydrolase domain containing 17B 
ENSOCUG00000024578	chromosome 9 open reading frame 85 
ENSOCUG00000013458	
ENSOCUG00000012403	guanine deaminase 
ENSOCUG00000000795	zinc finger AN1-type containing 5 
ENSOCUG00000009437	transmembrane channel like 1 
ENSOCUG00000009444	retinal dehydrogenase 1  
ENSOCUG00000015493	annexin A1  
ENSOCUG00000024168	
ENSOCUG00000026323	
ENSOCUG00000003732	RAR related orphan receptor B 
ENSOCUG00000003734	
ENSOCUG00000026216	
ENSOCUG00000006076	chromosome 9 open reading frame 40 
ENSOCUG00000017017	carnosine N-methyltransferase 1 
ENSOCUG00000017026	nicotinamide riboside kinase 1 
ENSOCUG00000017040	osteoclast stimulating factor 1 
ENSOCUG00000028054	
ENSOCUG00000001616	proprotein convertase subtilisin/kexin type 5 
ENSOCUG00000001622	
ENSOCUG00000007916	glucosaminyl (N-acetyl) transferase 1, core 2 
ENSOCUG00000008553	prune homolog 2 
ENSOCUG00000002111	forkhead box B2 
ENSOCUG00000001328	vacuolar protein sorting 13 homolog A 
ENSOCUG00000005507	G protein subunit alpha 14 
ENSOCUG00000016559	G protein subunit alpha q 
ENSOCUG00000007758	centrosomal protein 78 
ENSOCUG00000007765	phosphoserine aminotransferase 1 
ENSOCUG00000026996	
ENSOCUG00000024344	
ENSOCUG00000011891	transducin like enhancer of split 4 
ENSOCUG00000022657	
ENSOCUG00000000531	transducin like enhancer of split 1 
ENSOCUG00000027027	
ENSOCUG00000004802	vasodilator-stimulated phosphoprotein 
ENSOCUG00000027755	
ENSOCUG00000011334	
ENSOCUG00000001548	RAS and EF-hand domain containing 
ENSOCUG00000005373	
ENSOCUG00000029283	
ENSOCUG00000016888	isoleucyl-tRNA synthetase 
ENSOCUG00000008053	
ENSOCUG00000007236	centromere protein P 
ENSOCUG00000009017	osteoglycin 
ENSOCUG00000016193	osteomodulin 
ENSOCUG00000028053	asporin 
ENSOCUG00000008288	extracellular matrix protein 2 
ENSOCUG00000007241	inositol-pentakisphosphate 2-kinase 
ENSOCUG00000010743	BICD cargo adaptor 2 
ENSOCUG00000000822	WNK lysine deficient protein kinase 2 
ENSOCUG00000027428	
ENSOCUG00000024298	ninjurin 1 
ENSOCUG00000010338	caspase recruitment domain family member 19 
ENSOCUG00000001953	
ENSOCUG00000015829	FYVE, RhoGEF and PH domain containing 3 
ENSOCUG00000015822	
ENSOCUG00000010598	family with sequence similarity 120A 
ENSOCUG00000029048	
ENSOCUG00000011530	PHD finger protein 2 
ENSOCUG00000006551	BARX homeobox 1 
ENSOCUG00000027421	
ENSOCUG00000000256	protein tyrosine phosphatase domain containing 1 
ENSOCUG00000026137	
ENSOCUG00000026142	
ENSOCUG00000026720	
ENSOCUG00000022253	
ENSOCUG00000001990	N(alpha)-acetyltransferase 35, NatC auxiliary subunit 
ENSOCUG00000001999	golgi membrane protein 1 
ENSOCUG00000007505	
ENSOCUG00000010945	iron-sulfur cluster assembly 1 
ENSOCUG00000010949	zinc finger CCHC-type containing 6 
ENSOCUG00000011405	
ENSOCUG00000003518	death associated protein kinase 1 
ENSOCUG00000017008	
ENSOCUG00000017854	
ENSOCUG00000029172	
ENSOCUG00000010583	fructose-bisphosphatase 2 
ENSOCUG00000029295	fructose-bisphosphatase 1 
ENSOCUG00000000678	chromosome 9 open reading frame 3 
ENSOCUG00000010476	Fanconi anemia complementation group C 
ENSOCUG00000002973	patched 1 
ENSOCUG00000008778	
ENSOCUG00000023971	
ENSOCUG00000000442	
ENSOCUG00000008531	hydroxysteroid 17-beta dehydrogenase 3 
ENSOCUG00000008540	solute carrier family 35 member D2 
ENSOCUG00000023005	
ENSOCUG00000023077	hyaluronan binding protein 4 
ENSOCUG00000005332	cell division cycle 14B 
ENSOCUG00000013208	AhpC/TSA antioxidant enzyme domain containing 1 
ENSOCUG00000029054	zinc finger protein 510 
ENSOCUG00000008397	
ENSOCUG00000008405	
ENSOCUG00000029501	
ENSOCUG00000003550	
ENSOCUG00000011174	
ENSOCUG00000008249	
ENSOCUG00000012553	
ENSOCUG00000008078	serine palmitoyltransferase long chain base subunit 1 
ENSOCUG00000016548	receptor tyrosine kinase like orphan receptor 2 
ENSOCUG00000000145	nuclear factor, interleukin 3 regulated 
ENSOCUG00000007430	AU RNA binding methylglutaconyl-CoA hydratase 
ENSOCUG00000017539	spleen associated tyrosine kinase 
ENSOCUG00000024724	
ENSOCUG00000000252	DIRAS family GTPase 2 
ENSOCUG00000013296	growth arrest and DNA damage inducible gamma 
ENSOCUG00000012955	semaphorin 4D 
ENSOCUG00000012932	SECIS binding protein 2 
ENSOCUG00000015412	SHC adaptor protein 3 
ENSOCUG00000015376	sphingosine-1-phosphate receptor 3 
ENSOCUG00000022990	
ENSOCUG00000011880	
ENSOCUG00000007770	cyclin dependent kinase 20 
ENSOCUG00000025727	
ENSOCUG00000001695	
ENSOCUG00000023646	
ENSOCUG00000011172	opioid binding protein/cell adhesion molecule like 
ENSOCUG00000000213	neurotrimin 
ENSOCUG00000001730	sorting nexin 19 
ENSOCUG00000000374	ADAM metallopeptidase with thrombospondin type 1 motif 15 
ENSOCUG00000000370	ADAM metallopeptidase with thrombospondin type 1 motif 8 
ENSOCUG00000010058	zinc finger and BTB domain containing 44 
ENSOCUG00000009365	suppression of tumorigenicity 14 
ENSOCUG00000010051	amyloid beta precursor like protein 2 
ENSOCUG00000025937	
ENSOCUG00000021744	
ENSOCUG00000003736	PR/SET domain 10 
ENSOCUG00000003729	nuclear factor related to kappaB binding protein 
ENSOCUG00000022280	transmembrane protein 45B 
ENSOCUG00000021468	BARX homeobox 2 
ENSOCUG00000021615	
ENSOCUG00000020963	
ENSOCUG00000025278	Rho GTPase activating protein 32 
ENSOCUG00000015565	potassium voltage-gated channel subfamily J member 5 
ENSOCUG00000013422	potassium voltage-gated channel subfamily J member 1 
ENSOCUG00000013415	Fli-1 proto-oncogene, ETS transcription factor 
ENSOCUG00000010492	ETS proto-oncogene 1, transcription factor 
ENSOCUG00000012544	kin of IRRE like 3 (Drosophila) 
ENSOCUG00000012528	ST3 beta-galactoside alpha-2,3-sialyltransferase 4 
ENSOCUG00000012520	
ENSOCUG00000012519	TIR domain containing adaptor protein 
ENSOCUG00000026364	FAD dependent oxidoreductase domain containing 1 
ENSOCUG00000017057	SRP receptor alpha subunit 
ENSOCUG00000017049	family with sequence similarity 118 member B 
ENSOCUG00000017039	RNA pseudouridylate synthase domain containing 4 
ENSOCUG00000012610	cell adhesion associated, oncogene regulated 
ENSOCUG00000004476	DEAD-box helicase 25 
ENSOCUG00000004473	HYLS1, centriolar and ciliogenesis associated 
ENSOCUG00000004468	pseudouridylate synthase 3 
ENSOCUG00000012321	prostate and testis expressed 2 
ENSOCUG00000027736	
ENSOCUG00000017103	acrosomal vesicle protein 1 
ENSOCUG00000014703	checkpoint kinase 1 
ENSOCUG00000014677	STT3A, catalytic subunit of the oligosaccharyltransferase complex 
ENSOCUG00000014670	EI24, autophagy associated transmembrane protein 
ENSOCUG00000014646	fasciculation and elongation protein zeta 1 
ENSOCUG00000014633	PBX/knotted 1 homeobox 2 
ENSOCUG00000014753	transmembrane protein 218 
ENSOCUG00000014740	solute carrier family 37 member 2 
ENSOCUG00000014409	coiled-coil domain containing 15 
ENSOCUG00000002655	hepatic and glial cell adhesion molecule 
ENSOCUG00000002647	roundabout guidance receptor 4 
ENSOCUG00000002635	roundabout guidance receptor 3 
ENSOCUG00000002631	Myb/SANT DNA binding domain containing 2 
ENSOCUG00000002623	endothelial cell adhesion molecule 
ENSOCUG00000002609	neurogranin 
ENSOCUG00000010711	
ENSOCUG00000003044	sperm autoantigenic protein 17 
ENSOCUG00000003036	sialic acid acetylesterase 
ENSOCUG00000003027	transforming growth factor beta regulator 1 
ENSOCUG00000003024	pannexin 3 
ENSOCUG00000028222	
ENSOCUG00000027281	
ENSOCUG00000008861	olfactory receptor family 8 subfamily B member 12 
ENSOCUG00000014643	
ENSOCUG00000013575	olfactory receptor family 8 subfamily B member 8 
ENSOCUG00000015512	olfactory receptor family 8 subfamily B member 4 (gene/pseudogene) 
ENSOCUG00000015188	
ENSOCUG00000023594	
ENSOCUG00000025621	
ENSOCUG00000024594	
ENSOCUG00000017511	
ENSOCUG00000026902	
ENSOCUG00000023221	olfactory receptor family 10 subfamily G member 6 
ENSOCUG00000023133	
ENSOCUG00000026925	
ENSOCUG00000025608	
ENSOCUG00000027032	
ENSOCUG00000014814	
ENSOCUG00000027401	
ENSOCUG00000025606	
ENSOCUG00000025075	
ENSOCUG00000024182	
ENSOCUG00000021386	
ENSOCUG00000013365	
ENSOCUG00000001377	olfactory receptor family 8 subfamily D member 2 (gene/pseudogene) 
ENSOCUG00000001433	
ENSOCUG00000011404	
ENSOCUG00000023443	
ENSOCUG00000026578	
ENSOCUG00000021537	
ENSOCUG00000025514	
ENSOCUG00000024701	
ENSOCUG00000027323	
ENSOCUG00000026948	
ENSOCUG00000027054	
ENSOCUG00000004474	
ENSOCUG00000021406	
ENSOCUG00000022190	
ENSOCUG00000026976	
ENSOCUG00000014445	
ENSOCUG00000026001	
ENSOCUG00000024491	
ENSOCUG00000022326	
ENSOCUG00000001403	
ENSOCUG00000023279	
ENSOCUG00000025536	
ENSOCUG00000026438	
ENSOCUG00000025737	
ENSOCUG00000026626	
ENSOCUG00000025337	
ENSOCUG00000027625	
ENSOCUG00000020903	
ENSOCUG00000002687	
ENSOCUG00000014264	zinc finger protein 202 
ENSOCUG00000010504	
ENSOCUG00000010502	sodium voltage-gated channel beta subunit 3 
ENSOCUG00000010493	GRAM domain containing 1B 
ENSOCUG00000015544	CXADR like membrane protein 
ENSOCUG00000015533	heat shock protein family A (Hsp70) member 8 
ENSOCUG00000002684	brain specific homeobox 
ENSOCUG00000015523	chromosome 11 open reading frame 63 
ENSOCUG00000013086	cytotoxic and regulatory T-cell molecule 
ENSOCUG00000013072	ubiquitin associated and SH3 domain containing B 
ENSOCUG00000011346	sortilin related receptor 1 
ENSOCUG00000011339	
ENSOCUG00000001263	tectorin alpha 
ENSOCUG00000002876	tubulin folding cofactor E like 
ENSOCUG00000002692	glutamate ionotropic receptor kainate type subunit 4 
ENSOCUG00000005196	Rho guanine nucleotide exchange factor 12 
ENSOCUG00000005192	transmembrane protein 136 
ENSOCUG00000002831	POU class 2 homeobox 3 
ENSOCUG00000025219	out at first homolog 
ENSOCUG00000021297	tripartite motif containing 29 
ENSOCUG00000028128	
ENSOCUG00000010458	nectin cell adhesion molecule 1 
ENSOCUG00000027374	
ENSOCUG00000005593	FXYD domain containing ion transport regulator 6 
ENSOCUG00000010359	
ENSOCUG00000010335	DS cell adhesion molecule like 1 
ENSOCUG00000010318	centrosomal protein 164 
ENSOCUG00000022776	beta-secretase 1 
ENSOCUG00000011993	ring finger protein 214 
ENSOCUG00000011974	proprotein convertase subtilisin/kexin type 7 
ENSOCUG00000011970	
ENSOCUG00000011955	SID1 transmembrane family member 2 
ENSOCUG00000011238	SIK family kinase 3 
ENSOCUG00000010728	apolipoprotein A1 
ENSOCUG00000027365	apolipoprotein C3 
ENSOCUG00000011233	apolipoprotein A4 
ENSOCUG00000004628	apolipoprotein A5 
ENSOCUG00000004619	ZPR1 zinc finger 
ENSOCUG00000004615	BUD13 homolog 
ENSOCUG00000000864	cell adhesion molecule 1 
ENSOCUG00000022316	neurexophilin and PC-esterase domain family member 2 
ENSOCUG00000010311	neurexophilin and PC-esterase domain family member 4 
ENSOCUG00000017404	
ENSOCUG00000001714	NXPE family member 1 precursor  
ENSOCUG00000004274	RNA exonuclease 2 
ENSOCUG00000003342	
ENSOCUG00000003339	
ENSOCUG00000007470	zinc finger and BTB domain containing 16 
ENSOCUG00000007462	5-hydroxytryptamine receptor 3A 
ENSOCUG00000029643	5-hydroxytryptamine receptor 3B 
ENSOCUG00000007441	ubiquitin specific peptidase 28 
ENSOCUG00000025517	claudin 25 
ENSOCUG00000007436	zw10 kinetochore protein 
ENSOCUG00000027156	transmembrane protease, serine 5 
ENSOCUG00000011657	dopamine receptor D2 
ENSOCUG00000011625	tetratricopeptide repeat domain 12 
ENSOCUG00000006190	neural cell adhesion molecule 1 
ENSOCUG00000009672	placenta expressed transcript 1 
ENSOCUG00000007360	6-pyruvoyltetrahydropterin synthase 
ENSOCUG00000009662	beta-carotene oxygenase 2 
ENSOCUG00000002174	testis expressed 12 
ENSOCUG00000005255	
ENSOCUG00000017358	translocase of inner mitochondrial membrane 8 homolog B 
ENSOCUG00000017354	chromosome 11 open reading frame 57 
ENSOCUG00000028144	PIH1 domain containing 2 
ENSOCUG00000015590	dihydrolipoamide S-acetyltransferase 
ENSOCUG00000012919	DIX domain containing 1 
ENSOCUG00000012977	chromosome 11 open reading frame 52 
ENSOCUG00000012976	
ENSOCUG00000012972	alpha-crystallin B chain  
ENSOCUG00000029240	chromosome 11 open reading frame 1 
ENSOCUG00000012966	
ENSOCUG00000012930	protein phosphatase 2 scaffold subunit Abeta 
ENSOCUG00000012915	salt inducible kinase 2 
ENSOCUG00000012904	layilin 
ENSOCUG00000012891	chromosome 11 open reading frame 88 
ENSOCUG00000027498	BTG anti-proliferation factor 4 
ENSOCUG00000012566	POU class 2 associating factor 1 
ENSOCUG00000022422	colorectal cancer associated 2 
ENSOCUG00000009285	chromosome 11 open reading frame 53 
ENSOCUG00000017811	
ENSOCUG00000013948	Rho GTPase activating protein 20 
ENSOCUG00000021560	
ENSOCUG00000017826	ferredoxin 1 
ENSOCUG00000014267	radixin 
ENSOCUG00000005283	zinc finger CCCH-type containing 12C 
ENSOCUG00000006972	
ENSOCUG00000001196	chromosome 11 open reading frame 87 
ENSOCUG00000003843	DEAD-box helicase 10 
ENSOCUG00000016757	exophilin 5 
ENSOCUG00000014539	KDEL motif containing 2 
ENSOCUG00000000044	chromosome 11 open reading frame 65 
ENSOCUG00000014663	ATM serine/threonine kinase 
ENSOCUG00000026209	nuclear protein, coactivator of histone transcription 
ENSOCUG00000002882	acetyl-CoA acetyltransferase 1 
ENSOCUG00000010907	cullin-5  
ENSOCUG00000021112	RAB39A, member RAS oncogene family 
ENSOCUG00000011878	solute carrier family 35 member F2 
ENSOCUG00000011876	sarcolipin 
ENSOCUG00000011869	ELMO domain containing 1 
ENSOCUG00000011931	alkB homolog 8, tRNA methyltransferase 
ENSOCUG00000025398	CWF19-like 2, cell cycle control (S. pombe) 
ENSOCUG00000004490	guanylate cyclase 1 soluble subunit alpha 2 
ENSOCUG00000023190	
ENSOCUG00000000231	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase 
ENSOCUG00000000230	kelch repeat and BTB domain containing 3 
ENSOCUG00000022457	Myb/SANT DNA binding domain containing 4 with coiled-coils 
ENSOCUG00000001089	glutamate ionotropic receptor AMPA type subunit 4 
ENSOCUG00000029247	
ENSOCUG00000001103	caspase 1 
ENSOCUG00000007503	caspase 4 
ENSOCUG00000015312	platelet derived growth factor D 
ENSOCUG00000015321	DNA damage inducible 1 homolog 1 
ENSOCUG00000016257	dynein cytoplasmic 2 heavy chain 1 
ENSOCUG00000006512	defective in cullin neddylation 1 domain containing 5 
ENSOCUG00000002481	matrix metallopeptidase 13 
ENSOCUG00000029729	
ENSOCUG00000011333	
ENSOCUG00000008303	matrix metallopeptidase 12 
ENSOCUG00000029337	stromelysin-1 preproprotein  
ENSOCUG00000017958	matrix metallopeptidase 1 
ENSOCUG00000021775	matrix metallopeptidase 10 
ENSOCUG00000001092	matrix metallopeptidase 8 
ENSOCUG00000001090	matrix metallopeptidase 27 
ENSOCUG00000002930	matrix metallopeptidase 20 
ENSOCUG00000015329	matrix metallopeptidase 7 
ENSOCUG00000006165	transmembrane protein 123 
ENSOCUG00000013890	baculoviral IAP repeat containing 2 
ENSOCUG00000010109	baculoviral IAP repeat containing 3 
ENSOCUG00000025834	Yes associated protein 1 
ENSOCUG00000006104	chromosome 11 open reading frame 70 
ENSOCUG00000000342	centrosomal protein 126 
ENSOCUG00000029200	
ENSOCUG00000026522	regulator of G-protein signaling 19 
ENSOCUG00000024698	
ENSOCUG00000017832	transient receptor potential cation channel subfamily C member 6 
ENSOCUG00000014693	progesterone receptor 
ENSOCUG00000006927	Rho GTPase activating protein 42 
ENSOCUG00000024330	
ENSOCUG00000007222	
ENSOCUG00000015047	contactin 5 
ENSOCUG00000026047	receptor for activated C kinase 1 
ENSOCUG00000010402	
ENSOCUG00000024211	JRK-like 
ENSOCUG00000007312	coiled-coil domain containing 82 
ENSOCUG00000010820	mastermind like transcriptional coactivator 2 
ENSOCUG00000014568	myotubularin related protein 2 
ENSOCUG00000014557	centrosomal protein 57 
ENSOCUG00000014549	family with sequence similarity 76 member B 
ENSOCUG00000025632	
ENSOCUG00000026640	sestrin 3 
ENSOCUG00000014040	endonuclease domain containing 1 
ENSOCUG00000001631	
ENSOCUG00000001629	CWC15 spliceosome associated protein homolog 
ENSOCUG00000001078	angiomotin like 1 
ENSOCUG00000002860	piwi like RNA-mediated gene silencing 4 
ENSOCUG00000014204	fucosyltransferase 4 
ENSOCUG00000014912	
ENSOCUG00000014899	MRE11 homolog, double strand break repair nuclease 
ENSOCUG00000015502	G protein-coupled receptor 83 
ENSOCUG00000013431	IZUMO1 receptor, JUNO 
ENSOCUG00000009473	pannexin 1 
ENSOCUG00000009466	hephaestin like 1 
ENSOCUG00000029520	ubiquitin conjugating enzyme E2 I 
ENSOCUG00000026554	V-set and transmembrane domain containing 5 
ENSOCUG00000012818	mediator complex subunit 17 
ENSOCUG00000012810	chromosome 11 open reading frame 54 
ENSOCUG00000001096	
ENSOCUG00000029678	centrosomal protein 295 
ENSOCUG00000015530	single-pass membrane protein with coiled-coil domains 4 
ENSOCUG00000000199	deuterosome assembly protein 1 
ENSOCUG00000000649	solute carrier family 36 member 4 
ENSOCUG00000008196	
ENSOCUG00000007427	FAT atypical cadherin 3 
ENSOCUG00000025929	
ENSOCUG00000023399	
ENSOCUG00000016070	
ENSOCUG00000014147	cysteine and histidine rich domain containing 1 
ENSOCUG00000014137	N-acetylated alpha-linked acidic dipeptidase 2 
ENSOCUG00000011049	
ENSOCUG00000027036	
ENSOCUG00000010514	
ENSOCUG00000008705	
ENSOCUG00000026390	tripartite motif containing 77 
ENSOCUG00000026120	folate hydrolase 1 
ENSOCUG00000016685	NADPH oxidase 4 
ENSOCUG00000009965	tyrosinase 
ENSOCUG00000029319	
ENSOCUG00000012817	glutamate metabotropic receptor 5 
ENSOCUG00000014527	cathepsin C 
ENSOCUG00000014522	
ENSOCUG00000029182	
ENSOCUG00000000713	transmembrane protein 135 
ENSOCUG00000006445	frizzled class receptor 4 
ENSOCUG00000004137	protease, serine 23 
ENSOCUG00000012005	malic enzyme 3 
ENSOCUG00000027723	
ENSOCUG00000007318	coiled-coil domain containing 81 
ENSOCUG00000013108	Hikeshi, heat shock protein nuclear import factor 
